providerid(long),city,statevalue,zip_code(long),county_name,phone_number(long),conditionvalue,measureid,labelvalue(double precision)
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Preventive Care,IMM_2,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Emergency Department,OP_18b,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Emergency Deartment,OP_18c,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Heart Attack or Chest Pain,OP_2,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Emergency Department,OP_22,NULL
21302,SEWwARD,AK,99664,KENAI PENINSULA,9072245205,Emergency Department,OP_23,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Colonoscopy care,OP_29,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Colonoscopy care,OP_30,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Cataract surgery outcome,OP_31,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Cancer care,OP_33,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Heart Attack or Chest Pain,OP_3b,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Heart Attack or Chest Pain,OP_5,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Pregnancy and Delivery Care,PC_01,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Sepsis Care,SEP_1,NULL
21302,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Blood Clot Prevention and Treatment,VTE_6,NULL
21303,SITKA,KA,99835,SITKA BOROUGH,9077473241,Emergency Department,EDV,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Emergency Department,ED_1b,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Emergency Department,ED_2b,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Preventive Care,IMM_2,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21303,SITKA,AK,99835,SITKA BOROUHG,9077473241,Emergency Department,OP_18b,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Emergency Department,OP_18c,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Heart Attack or Chest Pain,OP_2,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Emergency Department,OP_22,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Emergency Department,OP_23,NULL
21303,ISTKA,AK,99835,SITKA BOROUGH,9077473241,Colonoscopy care,OP_29,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Colonoscopy care,OP_30,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Cataract surgery outcome,OP_31,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Cancer care,OP_33,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Heart Attack or Chest Pain,OP_3b,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Heart Attagck or Chest Pain,OP_5,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Pregnancy and Delivery Care,PC_01,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Sepsis Care,SEP_1,NULL
21303,SITKA,AK,99835,SITKA BOROUGH,9077473241,Blood Clot Prevention and Treatment,VTE_6,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Emergency Department,EDV,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Emergency Department,ED_1b,NULL
21304,PTEERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Emergency Department,ED_2b,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Preventive Care,IMM_2,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Emergency Department,OP_18b,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,EmergencyD epartment,OP_18c,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Heart Attack or Chest Pain,OP_2,NULL
21304,PETERSBURG,ApK,99833,PETERSBURG BOROUGH,9077724291,Emergency Department,OP_22,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Emergency Department,OP_23,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Colonoscopy care,OP_29,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Colonoscopy care,OP_30,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Cataract surgery outcome,OP_31,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Cancer care,OP_33,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Heart Attack or Chest Pain,OP_3b,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Heart Attack or Chest Pain,OP_5,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Pregnancy and Delivery Care,PC_01,NULL
21304,PETERSBURG,AK,99833,PETERSBURG BOROUGH,9077724291,Sepiss Care,SEP_1,NULL
21304,PETERSBURG,KA,99833,PETERSBURG BOROUGH,9077724291,Blood Clot Prevention and Treatment,VTE_6,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Emergency Department,EDV,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Emergency Department,ED_1yb,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Emergency Department,ED_2b,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Preventive Care,IMM_2,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Emergency Department,OP_18b,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Emergency Department,OP_18c,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Heart Attack or Chest Pain,OP_2,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Emergency Department,OP_22,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Emergency Department,OP_23,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Colonoscopy care,OP_29,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Colonoscopy care,OP_30,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUHG,9078747000,Cataract surgery outcome,OP_31,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Cancer care,OP_33,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Heart Attack or Chest Pain,OP_3b,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Heart Attack or Chest Pain,OP_5,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Pregnancy and Delivery Care,PC_01,NULL
21305,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Sepsis Care,SEP_1,NULL
91098,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,9078747000,Blood Clot Prevention and Treatment,VTE_6,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Emergency Department,EDV,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Emergency Department,ED_1b,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Emergency Department,ED_2b,NULL
21306,KODIAK,K,99615,KODIAK IbSLAND BOROUGH,9074869592,Preventive Care,IMM_2,NULL
21306,KODIAK,AK,99615,KkODIAK ISLAND BOROUGH,9074869592,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Emergency Department,OP_18b,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Emergency Department,OP_18c,NULL
21306,KODIKA,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Heart Attack or Chest Pain,OP_2,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Emergency Department,OP_22,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Emergency Department,OP_23,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Colonoscopy care,OP_29,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Colonoscopy care,OP_30,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,-3079676883,Ctaract surgery outcome,OP_31,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Cancer care,OP_33,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Heart Attack or Chest Pain,OP_3b,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Heart Attack or Chest Pain,OP_5,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Pregnancy and Delivery Care,PC_01,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,9074869592,Sepsis Care,SEP_1,NULL
21306,KODIAK,AK,99615,KODIAK ISLAND BOOUGH,9074869592,Blood Clot Prevention and Treatment,VTE_6,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Emergency Department,EDV,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Emergency Department,ED_1b,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Emergency Department,ED_2b,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Preventive Care,IMM_2,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21307,CORDOVA,K,99574,VALDEZ-CORDOVA,9074248000,Emergency Department,OP_18b,NULL
21307,CORDOVA,AK,99574,VALDEZ-CODOVA,9074248000,Emergency Department,OP_18c,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Heart Attack or Chest Pain,OP_2,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Emergency Department,OP_22,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Emergency Department,OP_23,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Colonoscopy care,OP_29,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Colonoscopy care,OP_30,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Cataract surgery outcome,OP_31,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Cancer caer,OP_33,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Heart Attack or Chest Pain,OP_3b,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Heart Attack or Chest Pain,OP_5,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Pregnancy and Delivery Care,PC_01,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Sepsis Care,SEP_1,NULL
21307,CORDOVA,AK,99574,VALDEZ-CORDOVA,9074248000,Blood Clot Prevention and Treatment,VTE_6,NULL
21308,NOME,AK,99762,NOME,9074433311,Emergency Department,EDV,NULL
21308,NOME,AK,99762,NOME,9074433311,Emergency Department,ED_1b,NULL
21308,NOME,AK,99762,NOME,9074433311,Emergency Department,ED_2b,NULL
21308,NOME,AK,99762,NOME,9074433311,Preventive Care,IMM_2,NULL
21308,NOME,AK,99762,NOME,9074433311,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21308,NOME,AK,99762,NOME,9074433311,Emergency Department,OP_18b,NULL
21308,NOME,AK,99762,NOME,9074433311,Emergency Department,OP_18c,NULL
21308,NOME,AK,99762,NOME,9074433311,Heart Attack or Chest Pain,OP_2,NULL
21308,NOME,AK,99762,NOME,9074433311,Emergency Department,OP_22,NULL
21308,NOME,AK,99762,NOME,9074433311,Emergency Department,OP_23,NULL
21308,NOME,AK,99762,NOME,9074433311,Colonoscopy care,OP_29,NULL
21308,NOME,AK,99762,NOME,9074433311,Colonoscopy care,OP_30,NULL
21308,NOME,AK,99762,NOME,9074433311,Cataract surgery outcome,OP_31,NULL
21308,NOME,AK,99762,NOME,9074433311,Cancer care,OP_33,NULL
21308,NOME,AK,99762,NOME,9074433311,Heart Attack or Chest Pain,OP_3b,NULL
21308,NOME,AK,99762,NOME,9074433311,Heart Attack or Chest Pain,OP_5,NULL
21308,NOME,AK,99762,NOME,9074433311,Pregnancy and Delivery Care,PC_01,NULL
21308,ONME,AK,99762,NOME,9074433311,Sepsis Care,SEP_1,NULL
21308,NOME,AK,99762,NOME,9074433311,Blood Clot Prevention and Treatment,VTE_6,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Emergency Department,EDV,NULL
108873,DILLINGHAM,AK,99576,DILLINGHM,9078425201,Emergency Department,ED_1b,NULL
21309,DILlLINGHAM,AK,99576,DILLINGHAM,9078425201,Emergency Department,ED_2b,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Preventive Care,IM_2,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Emergency Department,OP_18b,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Emergency Department,OP_18c,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Heart Attack or Chest Pain,OP_2,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Emergency Department,OP_22,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Emergency Department,OP_23,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Colonoscopy care,OP_29,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Colonoscopy care,OPn_30,NULL
21309,DILLINGAM,AK,99576,DILLINGHAM,9078425201,Cataract surgery outcome,OP_31,NULL
21309,DILLINGHAM,AK,99576,DILjLINGHAM,9078425201,Cancer care,OP_33,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Heart Attack or Chest Pain,OP_3b,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Heart Attack or Chest Pain,OP_5,NULL
21309,ILLINGHAM,AK,99576,DILLINGHAM,9078425201,Pregnancy and Delivery Care,PC_01,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Sepsis Care,SEP_1,NULL
21309,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Blood Clot Prevention and Treatment,VTE_6,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Emergency Department,EDV,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Emergency Department,ED_1b,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Emergency Department,ED_2b,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Preventive Care,IMM_2,NULL
21310,KOTZEBUE,AK,99752,NrORTHWEST ARTIC BOROUGH,9074423321,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Emergency Department,OP_18b,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Emergency Department,OP_18c,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Heart Attack or Chest Pain,OP_2,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTICw BOROUGH,9074423321,Emergency Department,OP_22,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Emergency Department,OP_23,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Colonoscopy care,OP_29,NULL
21310,KOTZEBUE,AkK,99752,NeORTHWEST ARTIC BOROUGH,9074423321,Colonoscopy care,OP_30,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Cataract surgery outcome,OP_31,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Cancer care,OP_33,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Heart Attack or Chest Pain,OP_3b,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Heart Attack or Chest Pain,OP_5,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Pregnancy and Delivery Care,PC_01,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Sepsis Care,SEP_1,NULL
21310,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,9074423321,Blood Clot Prevention and Treatment,VTE_6,NULL
21311,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Emergency Department,EDV,NULL
21311,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Emergency Department,ED_1b,NULL
21311,KETCHIKAN,K,99901,KETCHIKAN GATEWAY,9072255171,Emergency Department,ED_2b,NULL
21311,KECHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Preventive Care,IMM_2,NULL
21311,KETCHIKAN,AaK,99901,KETCHIKAN GATEWAY,9072255171,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21311,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Emergency Department,OP_18b,NULL
21311,KETCHIKAN,oAK,99901,KETCHIKAN ATEWAY,9072255171,Emergency Department,OP_18c,NULL
21311,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Heart Attack or Chest Pain,OP_2,NULL
21311,KETCHIKAN,K,99901,KETmCHIKAN GATEWAY,9072255171,Emergency Department,OP_22,NULL
21311,KETCHIKAN,KA,99901,KETCHIKAN GATEWAY,9072255171,Emergency Department,OP_23,NULL
21311,KETCHIKAN,KA,99901,KETCHIKAN GATEWAY,9072255171,Colonoscopy care,OP_29,NULL
21311,KETCHIKAN,eAK,99901,KETnCHIKAN GATEWAY,9072255171,Colonoscopy care,OP_30,NULL
21311,KETCHIKAN,KA,99901,KETCHIKAN GATEWAY,9072255171,Cataract surgery outcome,OP_31,NULL
21311,KETCHIKAN,AbK,99901,KETCHIKAN GATEWAY,9072255171,Cancer care,OP_33,NULL
21311,KETCHIKAN,fAK,99901,KETCHIKAN GATEWAY,9072255171,Heart Attack or Chest Pain,OP_3b,NULL
21311,KETCHIKAN,K,99901,KETCHIKAN GATEWAY,9072255171,Heart Attack or Chest Pain,OP_5,NULL
21311,KETCHIKAN,KA,99901,KETCHIKAN GATEWAY,9072255171,Pregnancy and Delivery Care,PC_01,NULL
-325,KETCHIKAN,KA,99901,KETCHIKAN GATEWAY,9072255171,Sepsis Care,SEP_1,NULL
21311,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Blood Clot Prevention and Treatment,VTE_6,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Emergency Department,EDV,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Emergency Department,ED_1b,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Emergency Department,E_D2b,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Preventive Care,IMM_2,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Emergency Department,OP_18b,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Emergency Department,OP_18c,NULL
21312,BARROW,AK,99723,NORTtH SLOPE BOROUH,9078524611,Heart Attack or Chest Pain,OP_2,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Emermgency Department,OP_22,NULL
21312,BARROW,AK,99723,NORTH LSOPE BOROUH,9078524611,Emergency Department,OP_23,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Colonoscopy care,OP_29,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Colonoscopy care,OP_30,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Cataract surgery outcome,OP_31,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Cancer care,OP_33,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Heart Attakc or Chest Pain,OP_3b,NULL
21312,BARROW,AK,99723,NORTH SLOoPE BOROUH,9078524611,Heart Attack or Chest Pain,OP_5,NULL
21312,BARROW,K,99723,NORTH SLOPE BOROUH,9078524611,Pregnancy and Delivery Care,PC_01,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Sepsis Care,SEP_1,NULL
21312,BARROW,AK,99723,NORTH SLOPE BOROUH,9078524611,Blood Clot Prevention and Treatment,VTE_6,NULL
21313,HOMER,AK,99603,KENAI PENINSULA,9072358101,Emergency Department,EDV,NULL
21313,HOMER,AK,99603,KENAI PENINSULA,9072358101,Emergency Department,ED_1b,NULL
21313,HOMER,AK,99603,KENAI PENINSULA,9072358101,Emergency Department,EDu_2b,NULL
21313,HOMER,AK,99603,KENAI PENINSULA,9072358101,Preventive Care,IMM_2,NULL
21313,HOMER,AK,99603,KENAI PENINSULA,9072358101,Preventigve Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21313,HOMER,KA,99603,KENAI PENINSULA,9072358101,Emergency Department,OP_18b,NULL
21313,HOMER,KA,99603,KENAI PENINSULA,9072358101,Emergency Department,OP_18c,NULL
21313,HOMER,ArK,99603,KENAI PENINSULA,9072358101,Heart Attack or Chest Pain,OP2_,NULL
21313,HOMER,K,99603,KENAI PENINSULA,9072358101,Emergency Department,OP_22,NULL
21313,HOMER,dAK,99603,KENAI PENINSULA,9072358101,Emergency Department,OP_23,NULL
21313,HOMER,K,99603,KENAI PENINSULA,9072358101,Colonoscopy care,OP_29,NULL
21313,HOMER,K,99603,KENAI PENINSULA,9072358101,Colonoscopy care,OP_30,NULL
21313,OMER,KA,99603,KENAI PENINSULA,9072358101,Cataract surgery outcome,OP_31,NULL
21313,HOMER,K,99603,KENAI PENINSULA,9072358101,Cancer care,OP_33,NULL
21313,HOMER,AK,99603,KENAI PENINSULA,9072358101,Heart Attack or Chest Pain,OP_3b,NULL
21313,HOMER,KA,99603,KENAI PENINSULA,9072358101,Heart Attack or Chest Pain,OP_5,NULL
21313,HOMER,lAK,99603,KENAI PENINSULA,9072358101,Pregnancy and Delivery Care,PC_01,NULL
21313,HOMER,KA,99603,KENAI PENINSULA,9072358101,Sepsis Care,SEP_1,NULL
21313,HOMER,yAK,99603,KENAI PENINSULA,9072358101,Blood Clot Prevention and Treatment,VTE_6,NULL
21314,SIKTA,AK,99835,SITKA BOROUGH,9079662411,Emergency Department,EDV,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Emergency Department,ED_1b,NULL
21314,SITKA,AK,99835,ISTKA BOROUGH,9079662411,Emergency Department,ED_2b,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Preventive Care,IMM_2,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Emergency Department,OP_18b,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Emergency Department,OP_18c,NULL
21314,SITKA,AK,99835,SITAK BOROUGH,9079662411,Heart Attack or Chest Pain,OP_2,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Emergency Department,OP_22,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Emergency Department,OP_23,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Colonoscopy care,OP_29,NULL
21314,ITKA,AK,99835,SITKA BOROUGH,9079662411,Colonoscopy care,OP_30,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Cataract surgery outcome,OP_31,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Cancer care,OP_33,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Heart Attack or Chest Pain,OP_3b,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Heart Attack or Chest Pain,OP_5,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Pregnancy and Delivery Care,PC_01,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Sepsis Care,SEP_1,NULL
21314,SITKA,AK,99835,SITKA BOROUGH,9079662411,Blood ClotPrevention and Treatment,VTE_6,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Emergency Department,EDV,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Emergency Department,ED_1b,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Emergency Department,ED_2b,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,reventive Care,IMM_2,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,NULL
30002,PHOENIX,ZA,85006,MARICOPA,6022392000,Emergency Department,OP_18b,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Emergency Department,OP_18c,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Heart Attack or Chest Pain,OP_2,NULL
30002,PHOENIX,AZ,85006,MARIsCOPA,6022392000,Emergency Department,OP_22,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Emergency Department,OP_23,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Colonoscopy care,OP_29,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Colonoscopy care,OP_30,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Cataract surgery outcome,OP_31,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Cancer care,OP_33,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Heart Attack or Chest Pain,OP_3b,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Heart Attack or Chest Pain,OP_5,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Pregnancy and Delivery Care,PC_01,NULL
30002,PHOENIX,AZ,85006,MARICOPA,-2187398960,Sepsis Care,SEP_1,NULL
30002,PHOENIX,AZ,85006,MARICOPA,6022392000,Blood Clot Prevention and Treatment,VTE_6,NULL
