license(long),dba_name,aka_name,facility_type,risk,address,city,statevalue,zip(long),inspectionid(long),labelvalue(double precision)
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,2304815,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,4075230,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,1516683,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,LI,60652,1584176,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,1496854,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,1496451,NULL
-15972,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,1150987,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR  GRILL,Restaurant,Risk 2 (edium),8355 S PULASKI RD ,CHICAGO,IL,60652,1300964,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,577230,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,577214,NULL
1434,GROUCHOS BAR & GRILL,GROUCHOS BAR & GRILL,Restaurant,Risk 2 (Medium),8355 S PULASKI RD ,CHICAGO,IL,60652,413880,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IL,60603,1345502,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IL,60603,1327273,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IL,60603,1327249,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IL,60603,1114587,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IL,60603,1114608,NULL
1447,J V ENTERPRISES INC,MApRQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IlL,60603,567621,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IL,60603,569563,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IL,60603,567590,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,fIL,60603,409351,NULL
1447,J V ENTERPRISES INC,MARQUETTE INN,Restaurant,Risk 1 (High),60 W ADAMS ST ,CHICAGO,IL,60603,409265,NULL
1448,J V ENTERPISES INC,MARQUETTE INN,Restaurant,Risk 3 (Low),60 W ADAMS ST ,CHICAGO,IL,60603,1345503,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,LI,60608,2538213,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,2312568,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IeL,60608,2229856,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,2088677,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1960918,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1960334,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1566952,NULL
1450,St Ann School,St Ann School,Shcool,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1575414,NULL
1450,St Ann School,St Ann School,Schol,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1496684,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1496432,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1151591,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1279232,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,1279239,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,598313,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,471453,NULL
1450,St Ann School,St Ann School,School,Risk 1 (High),2211 W 18th PL ,CHICAGO,IL,60608,233374,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,2366321,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,2104520,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,2102410,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,1967104,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,1442243,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,1497369,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,1387291,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,1286092,NULL
1462,QUENCHERS INC,QUENCHERS INC,Restaurant,Risk 2 (Medium),24012403 N WESTERN AVE ,CHICAGO,IL,60647,1286026,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,1770967,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk  1(High),2154 W DEVON AVE ,CHICAGO,IL,60659,2537691,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2544276,NULL
1470,VILLA PALERMO INC,VILA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2538025,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2463952,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2304311,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2303788,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaruant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2304017,NULL
1470,VILLA PALERMO INC,VILLA PAERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2222252,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2103005,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2098427,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2104426,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,2009279,NULL
1470,VILLA PALERMO INC,VILLA APLERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,1970785,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,1966837,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,1931485,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,1506743,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,1506739,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,1418311,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (Hisgh),2154 W DEVON AVE ,CHICAGO,IL,60659,1236024,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,634659,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,596454,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,596436,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,596296,NULL
1470,VILLAPALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk 1 (High),2154 W DEVON AVE ,CHICAGO,IL,60659,596285,NULL
1470,VILLA PALERMO INC,VILLA PALERMO PIZZA,Restaurant,Risk  1(High),2154 W DEVON AVE ,CHICAGO,IL,60659,80234,NULL
1474,HIDE OUT INC,HIDE OUT INC,Liquor,Risk 3 (Low),1354 W WABANSIA AVE ,CHICAGO,IL,60622,1950731,NULL
1474,HIDE OUT INC,HIDE OUT INC,Liquor,Risk 3 (Low),1354 W WABANSIA AVE ,CHICAGO,IL,60622,1199753,NULL
1474,HIDE OUT INC,HIDE OUT INC,Liquor,Risk 3 (Low),1354 W WABANSIA AVE ,CHICAGO,IL,60622,1277674,NULL
1491,HALF SOUR,HALF SOUR,Restaurant,Risk 1 (High),755 S lCLARK ST ,CHICAGO,IL,60605,2473070,NULL
1491,HALF SOUR,HALF SOUR,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,2353095,NULL
1491,HALF SOUR,HALF SOUR,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,2355533,NULL
1491,HALF SOUR,HALF SOUR,Restauranat,Risk 1 (High),755 S CLARK ST ,HICAGO,IL,60605,2213474,NULL
1491,HALF SOUR,HALF SOUR,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,2213612,NULL
1491,HALF SOUR,HALF SOUR,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,3706154,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,2129732,NULL
1491,HALF SOUR,HALF SOUR,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,2129733,NULL
1491,BLACKIES,BLACIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,2060008,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,1751949,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,1734919,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,1522251,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,1516076,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,1453321,NULL
1491,BLACKIES,BLACKIES,estaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,LI,60605,1114828,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,1114812,NULL
1491,BLACKIhES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,1096226,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,614387,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,401347,NULL
1491,BLACKIES,BLACKIES,Restaurant,Risk 1 (High),755 S CLARK ST ,CHICAGO,IL,60605,112324,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,2498063,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,2500455,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,2320444,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,2181950,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,2169996,NULL
1525,EL NUEVO zMEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAsGO,IL,60657,2102662,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,2103089,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,2071440,NULL
1525,EL NUaEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,1752244,NULL
1525,LE NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,1938020,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,1506766,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,1441513,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICGAO,IL,60657,1473446,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),294 N CLARK ST ,CHICAGO,IL,60657,1322481,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,1322319,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICGAO,IL,60657,1198343,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,1096319,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,517712,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK T ,CHICAGO,IL,60657,67991,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,67931,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,68008,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAO,IL,60657,67820,NULL
1525,EL NUEVO MEXICANO,EL NUEVO MEXICANO,Restaurant,Risk 1 (High),2914 N CLARK ST ,CHICAGO,IL,60657,67992,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2200765,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2484438,NULL
1529,MARIES LIQUOSR INC,MARIES PIZZA & LIQUORS,Restaurant,mRisk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2472241,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2345449,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2345985,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2320415,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2201074,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Rik 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2009885,NULL
1529,MARIES LIQUORS INC,ARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,2028566,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,1981259,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHIACGO,IL,60630,1960880,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,1482654,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,1482643,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,1424294,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,1360761,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,1375214,NULL
-17276,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,1194232,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,604581,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,604297,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,124329,NULL
1529,MARIES LIQUORS INC,MARIES PIZZA & LIQUORS,Restaurant,Risk 1 (High),41274129 W LAWRENCE AVE ,CHICAGO,IL,60630,124320,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2528310,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2521619,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2365227,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2362925,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2305116,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2304659,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2311397,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2201160,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2098937,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2079156,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,2078345,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1989487,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1763563,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1752126,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1386089,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1386083,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1490257,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1474201,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1490375,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1401703,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1319471,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1319489,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1319497,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1158409,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,1154309,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,673256,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,673270,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,531475,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,417216,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,277372,NULL
1542,MELLOW YELLOW,MELLOW YELLOW,Restaurant,Risk 1 (High),1508 E 53RD ST ,CHICAGO,IL,60615,413520,NULL
1544,S & K FOOD & LIQUOR INC,S & K FOOD & LIQUOR INC,Grocery Store,Risk 3 (Low),7500 S EXCHANGE AVE ,CHICAGO,IL,60649,1533139,NULL
1544,S & K FOOD & LIQUOR INC,S & K FOOD & LIQUOR INC,Grocery Store,Risk 3 (Low),7500 S EXCHANGE AVE ,CHICAGO,IL,60649,1490418,NULL
1544,S & K FOOD & LIQUOR INC,S & K FOOD & LIQUOR INC,Grocery Store,Risk 3 (Low),7500 S EXCHANGE AVE ,CHICAGO,IL,60649,1321318,NULL
1544,S & K FOOD & LIQUOR INC,S & K FOOD & LIQUOR INC,Grocery Store,Risk 3 (Low),7500 S EXCHANGE AVE ,CHICAGO,IL,60649,537303,NULL
1548,RUDYS LOUNGE,RUDYS LOUNGE,TAVERN,Risk 3 (Low),5101 S UNION AVE ,CHICAGO,IL,60609,1151961,NULL
1548,RUDYS LOUNGE,RUDYS LOUNGE,TAVERN,Risk 3 (Low),5101 S UNION AVE ,CHICAGO,IL,60609,1151982,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESTERN AVE ,CHICAGO,IL,60643,2523273,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESTERN AVE ,CHICAGO,IL,60643,2510191,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESTERN AVE ,CHICAGO,IL,60643,2401992,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESTERN AVE ,CHICAGO,IL,60643,2362781,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESTERN AVE ,CHICAGO,IL,60643,2365413,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESTERN AVE ,CHICAGO,IL,60643,2303765,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESERN AVE ,CHICAGO,IL,60643,2283149,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESTERN AVE ,CHICAGO,IL,60643,2243411,NULL
1553,PEPE TACO,PEPE TACO,Restaurant,Risk 1 (High),11652 S WESTERN AVE ,CHICAGO,IL,60643,1982028,NULL
